,player,window_start,window_end,pop_count,score_in_window
6869,Mickey,2025-02-05 11:32:40+00:00,2025-02-05 11:32:50+00:00,2,140
6870,Tom,2025-02-05 11:27:50+00:00,2025-02-05 11:28:00+00:00,1,30
6871,Scooby_Doo,2025-02-05 11:26:20+00:00,2025-02-05 11:26:30+00:00,1,35
6872,SpongeBob,2025-02-05 11:23:10+00:00,2025-02-05 11:23:20+00:00,1,75
6873,Bugs_Bunny,2025-02-05 11:17:20+00:00,2025-02-05 11:17:30+00:00,2,130
6874,Doraemon,2025-02-05 11:08:30+00:00,2025-02-05 11:08:40+00:00,1,75
6875,Tom,2025-02-05 14:38:10+00:00,2025-02-05 14:38:20+00:00,1,50
6876,SpongeBob,2025-02-05 14:24:40+00:00,2025-02-05 14:24:50+00:00,1,50
6877,Tom,2025-02-05 14:23:10+00:00,2025-02-05 14:23:20+00:00,1,80
6878,Bugs_Bunny,2025-02-05 14:22:20+00:00,2025-02-05 14:22:30+00:00,2,75
6879,Mickey,2025-02-05 14:18:30+00:00,2025-02-05 14:18:40+00:00,1,100
6880,Pikachu,2025-02-05 14:09:40+00:00,2025-02-05 14:09:50+00:00,1,100
6881,Tom,2025-02-05 14:03:50+00:00,2025-02-05 14:04:00+00:00,1,45
6882,Pikachu,2025-02-05 13:38:10+00:00,2025-02-05 13:38:20+00:00,2,85
6883,Scooby_Doo,2025-02-05 13:35:30+00:00,2025-02-05 13:35:40+00:00,1,60
6884,Mickey,2025-02-05 13:27:20+00:00,2025-02-05 13:27:30+00:00,1,80
6885,Doraemon,2025-02-05 13:24:00+00:00,2025-02-05 13:24:10+00:00,2,145
6886,Jerry,2025-02-05 13:05:40+00:00,2025-02-05 13:05:50+00:00,3,135
6887,Scooby_Doo,2025-02-05 13:03:00+00:00,2025-02-05 13:03:10+00:00,1,60
6888,Homer_Simpson,2025-02-05 12:58:50+00:00,2025-02-05 12:59:00+00:00,2,125
6889,Pikachu,2025-02-05 12:57:40+00:00,2025-02-05 12:57:50+00:00,1,100
6890,Pikachu,2025-02-05 12:54:10+00:00,2025-02-05 12:54:20+00:00,1,50
6891,Pikachu,2025-02-05 12:53:00+00:00,2025-02-05 12:53:10+00:00,2,200
6892,SpongeBob,2025-02-05 12:41:40+00:00,2025-02-05 12:41:50+00:00,1,75
6893,Homer_Simpson,2025-02-05 12:38:20+00:00,2025-02-05 12:38:30+00:00,1,50
6894,Bugs_Bunny,2025-02-05 12:32:10+00:00,2025-02-05 12:32:20+00:00,2,90
6895,Scooby_Doo,2025-02-05 12:21:00+00:00,2025-02-05 12:21:10+00:00,1,60
6896,Scooby_Doo,2025-02-05 12:15:30+00:00,2025-02-05 12:15:40+00:00,1,60
6897,Bugs_Bunny,2025-02-05 12:12:10+00:00,2025-02-05 12:12:20+00:00,3,115
6898,SpongeBob,2025-02-05 11:57:10+00:00,2025-02-05 11:57:20+00:00,2,95
6899,Tom,2025-02-05 11:54:40+00:00,2025-02-05 11:54:50+00:00,1,75
6900,Homer_Simpson,2025-02-05 11:50:50+00:00,2025-02-05 11:51:00+00:00,1,75
6901,Mickey,2025-02-05 11:39:40+00:00,2025-02-05 11:39:50+00:00,1,100
6902,Bugs_Bunny,2025-02-05 11:34:40+00:00,2025-02-05 11:34:50+00:00,3,105
6903,Pikachu,2025-02-05 11:31:50+00:00,2025-02-05 11:32:00+00:00,3,220
6904,Bugs_Bunny,2025-02-05 14:44:10+00:00,2025-02-05 14:44:20+00:00,1,80
6905,Tom,2025-02-05 14:30:10+00:00,2025-02-05 14:30:20+00:00,1,75
6906,SpongeBob,2025-02-05 14:26:00+00:00,2025-02-05 14:26:10+00:00,1,80
6907,Bugs_Bunny,2025-02-05 14:14:30+00:00,2025-02-05 14:14:40+00:00,3,140
6908,Scooby_Doo,2025-02-05 14:14:10+00:00,2025-02-05 14:14:20+00:00,1,50
6909,Mickey,2025-02-05 14:03:30+00:00,2025-02-05 14:03:40+00:00,1,80
6910,Scooby_Doo,2025-02-05 13:53:30+00:00,2025-02-05 13:53:40+00:00,1,60
6911,Pikachu,2025-02-05 13:47:20+00:00,2025-02-05 13:47:30+00:00,1,35
6912,Jerry,2025-02-05 13:46:30+00:00,2025-02-05 13:46:40+00:00,3,160
6913,Doraemon,2025-02-05 13:44:20+00:00,2025-02-05 13:44:30+00:00,1,70
6914,SpongeBob,2025-02-05 13:43:30+00:00,2025-02-05 13:43:40+00:00,3,195
6915,SpongeBob,2025-02-05 13:40:00+00:00,2025-02-05 13:40:10+00:00,1,35
6916,Pikachu,2025-02-05 13:33:50+00:00,2025-02-05 13:34:00+00:00,2,150
6917,Scooby_Doo,2025-02-05 13:31:20+00:00,2025-02-05 13:31:30+00:00,3,270
6918,Mickey,2025-02-05 13:29:50+00:00,2025-02-05 13:30:00+00:00,2,75
6919,Bugs_Bunny,2025-02-05 13:23:10+00:00,2025-02-05 13:23:20+00:00,1,30
6920,SpongeBob,2025-02-05 13:20:10+00:00,2025-02-05 13:20:20+00:00,1,75
6921,Pikachu,2025-02-05 13:16:40+00:00,2025-02-05 13:16:50+00:00,1,70
6922,Bugs_Bunny,2025-02-05 13:15:40+00:00,2025-02-05 13:15:50+00:00,1,45
6923,Tom,2025-02-05 13:05:20+00:00,2025-02-05 13:05:30+00:00,1,50
6924,Scooby_Doo,2025-02-05 13:02:10+00:00,2025-02-05 13:02:20+00:00,3,170
6925,Bugs_Bunny,2025-02-05 13:01:50+00:00,2025-02-05 13:02:00+00:00,1,45
6926,Tom,2025-02-05 12:55:30+00:00,2025-02-05 12:55:40+00:00,1,45
6927,Pikachu,2025-02-05 12:51:50+00:00,2025-02-05 12:52:00+00:00,3,170
6928,Mickey,2025-02-05 12:44:30+00:00,2025-02-05 12:44:40+00:00,2,180
6929,Scooby_Doo,2025-02-05 12:39:50+00:00,2025-02-05 12:40:00+00:00,1,60
6930,Mickey,2025-02-05 12:29:00+00:00,2025-02-05 12:29:10+00:00,1,80
6931,Homer_Simpson,2025-02-05 12:08:00+00:00,2025-02-05 12:08:10+00:00,1,50
6932,Doraemon,2025-02-05 11:59:10+00:00,2025-02-05 11:59:20+00:00,2,145
6933,Mickey,2025-02-05 11:56:20+00:00,2025-02-05 11:56:30+00:00,3,280
6934,Jerry,2025-02-05 11:52:10+00:00,2025-02-05 11:52:20+00:00,1,50
6935,Mickey,2025-02-05 11:39:00+00:00,2025-02-05 11:39:10+00:00,1,100
6936,Tom,2025-02-05 11:35:40+00:00,2025-02-05 11:35:50+00:00,1,45
6937,SpongeBob,2025-02-05 11:24:20+00:00,2025-02-05 11:24:30+00:00,1,50
6938,Homer_Simpson,2025-02-05 11:22:30+00:00,2025-02-05 11:22:40+00:00,1,100
6939,Pikachu,2025-02-05 11:17:30+00:00,2025-02-05 11:17:40+00:00,1,100
6940,Pikachu,2025-02-05 11:04:40+00:00,2025-02-05 11:04:50+00:00,4,175
6941,SpongeBob,2025-02-05 14:45:00+00:00,2025-02-05 14:45:10+00:00,1,35
6942,Bugs_Bunny,2025-02-05 14:18:00+00:00,2025-02-05 14:18:10+00:00,1,30
6943,Doraemon,2025-02-05 14:16:50+00:00,2025-02-05 14:17:00+00:00,1,60
6944,Homer_Simpson,2025-02-05 14:08:30+00:00,2025-02-05 14:08:40+00:00,1,75
6945,Doraemon,2025-02-05 14:02:20+00:00,2025-02-05 14:02:30+00:00,1,75
6946,Jerry,2025-02-05 14:00:50+00:00,2025-02-05 14:01:00+00:00,1,50
6947,SpongeBob,2025-02-05 13:53:10+00:00,2025-02-05 13:53:20+00:00,1,50
6948,Homer_Simpson,2025-02-05 13:42:50+00:00,2025-02-05 13:43:00+00:00,4,245
6949,Jerry,2025-02-05 13:36:30+00:00,2025-02-05 13:36:40+00:00,3,120
6950,Tom,2025-02-05 13:16:10+00:00,2025-02-05 13:16:20+00:00,2,150
6951,Jerry,2025-02-05 13:10:00+00:00,2025-02-05 13:10:10+00:00,1,35
6952,Homer_Simpson,2025-02-05 12:39:10+00:00,2025-02-05 12:39:20+00:00,3,210
6953,Scooby_Doo,2025-02-05 12:35:50+00:00,2025-02-05 12:36:00+00:00,3,165
6954,Jerry,2025-02-05 12:35:20+00:00,2025-02-05 12:35:30+00:00,1,50
6955,Homer_Simpson,2025-02-05 12:34:00+00:00,2025-02-05 12:34:10+00:00,1,45
6956,Pikachu,2025-02-05 12:33:20+00:00,2025-02-05 12:33:30+00:00,1,100
6957,Mickey,2025-02-05 12:31:20+00:00,2025-02-05 12:31:30+00:00,2,200
6958,Pikachu,2025-02-05 12:21:30+00:00,2025-02-05 12:21:40+00:00,1,50
6959,SpongeBob,2025-02-05 12:17:30+00:00,2025-02-05 12:17:40+00:00,1,75
6960,Bugs_Bunny,2025-02-05 12:16:10+00:00,2025-02-05 12:16:20+00:00,1,30
6961,Pikachu,2025-02-05 12:15:40+00:00,2025-02-05 12:15:50+00:00,1,50
6962,SpongeBob,2025-02-05 12:13:00+00:00,2025-02-05 12:13:10+00:00,3,135
6963,Homer_Simpson,2025-02-05 12:09:30+00:00,2025-02-05 12:09:40+00:00,2,95
6964,Doraemon,2025-02-05 12:06:10+00:00,2025-02-05 12:06:20+00:00,1,80
6965,Pikachu,2025-02-05 11:41:40+00:00,2025-02-05 11:41:50+00:00,1,100
6966,Doraemon,2025-02-05 11:41:00+00:00,2025-02-05 11:41:10+00:00,3,195
6967,SpongeBob,2025-02-05 11:29:10+00:00,2025-02-05 11:29:20+00:00,2,110
6968,Pikachu,2025-02-05 11:29:00+00:00,2025-02-05 11:29:10+00:00,1,60
6969,Doraemon,2025-02-05 11:23:30+00:00,2025-02-05 11:23:40+00:00,1,70
6970,Doraemon,2025-02-05 11:21:10+00:00,2025-02-05 11:21:20+00:00,1,75
6971,Scooby_Doo,2025-02-05 11:19:40+00:00,2025-02-05 11:19:50+00:00,2,120
6972,Mickey,2025-02-05 11:15:10+00:00,2025-02-05 11:15:20+00:00,1,100
6973,Pikachu,2025-02-05 11:10:50+00:00,2025-02-05 11:11:00+00:00,1,100
6974,Tom,2025-02-05 11:03:20+00:00,2025-02-05 11:03:30+00:00,3,165
6975,Tom,2025-02-05 14:40:30+00:00,2025-02-05 14:40:40+00:00,2,145
6976,Tom,2025-02-05 14:37:30+00:00,2025-02-05 14:37:40+00:00,3,225
6977,Pikachu,2025-02-05 14:33:20+00:00,2025-02-05 14:33:30+00:00,2,100
6978,Bugs_Bunny,2025-02-05 14:28:10+00:00,2025-02-05 14:28:20+00:00,1,45
6979,Mickey,2025-02-05 14:22:40+00:00,2025-02-05 14:22:50+00:00,1,100
6980,Homer_Simpson,2025-02-05 14:20:50+00:00,2025-02-05 14:21:00+00:00,2,150
6981,Mickey,2025-02-05 14:17:00+00:00,2025-02-05 14:17:10+00:00,1,80
6982,Scooby_Doo,2025-02-05 14:13:30+00:00,2025-02-05 14:13:40+00:00,1,60
6983,Jerry,2025-02-05 13:58:10+00:00,2025-02-05 13:58:20+00:00,3,130
6984,Doraemon,2025-02-05 13:57:00+00:00,2025-02-05 13:57:10+00:00,1,75
6985,Bugs_Bunny,2025-02-05 13:55:40+00:00,2025-02-05 13:55:50+00:00,2,60
6986,Pikachu,2025-02-05 13:53:10+00:00,2025-02-05 13:53:20+00:00,1,50
6987,Doraemon,2025-02-05 13:47:40+00:00,2025-02-05 13:47:50+00:00,3,175
6988,Mickey,2025-02-05 13:40:50+00:00,2025-02-05 13:41:00+00:00,2,160
6989,SpongeBob,2025-02-05 13:25:40+00:00,2025-02-05 13:25:50+00:00,1,70
6990,Homer_Simpson,2025-02-05 12:53:50+00:00,2025-02-05 12:54:00+00:00,1,40
6991,Bugs_Bunny,2025-02-05 12:31:50+00:00,2025-02-05 12:32:00+00:00,1,45
6992,Doraemon,2025-02-05 12:29:50+00:00,2025-02-05 12:30:00+00:00,2,100
6993,Homer_Simpson,2025-02-05 12:24:30+00:00,2025-02-05 12:24:40+00:00,2,125
6994,Tom,2025-02-05 12:23:10+00:00,2025-02-05 12:23:20+00:00,2,90
6995,Pikachu,2025-02-05 12:17:30+00:00,2025-02-05 12:17:40+00:00,3,145
6996,Pikachu,2025-02-05 12:13:00+00:00,2025-02-05 12:13:10+00:00,1,45
6997,Mickey,2025-02-05 11:56:50+00:00,2025-02-05 11:57:00+00:00,1,80
6998,Doraemon,2025-02-05 11:52:50+00:00,2025-02-05 11:53:00+00:00,1,70
6999,Tom,2025-02-05 11:37:50+00:00,2025-02-05 11:38:00+00:00,3,200
7000,Homer_Simpson,2025-02-05 11:37:30+00:00,2025-02-05 11:37:40+00:00,1,75
7001,SpongeBob,2025-02-05 11:29:00+00:00,2025-02-05 11:29:10+00:00,3,160
7002,Scooby_Doo,2025-02-05 11:20:10+00:00,2025-02-05 11:20:20+00:00,1,75
7003,Mickey,2025-02-05 11:19:50+00:00,2025-02-05 11:20:00+00:00,2,180
7004,Jerry,2025-02-05 11:12:30+00:00,2025-02-05 11:12:40+00:00,1,35
7005,SpongeBob,2025-02-05 11:10:50+00:00,2025-02-05 11:11:00+00:00,1,50
7006,Homer_Simpson,2025-02-05 11:06:20+00:00,2025-02-05 11:06:30+00:00,1,50
7007,Doraemon,2025-02-05 14:57:10+00:00,2025-02-05 14:57:20+00:00,1,70
7008,Mickey,2025-02-05 14:45:30+00:00,2025-02-05 14:45:40+00:00,2,160
7009,Homer_Simpson,2025-02-05 14:26:30+00:00,2025-02-05 14:26:40+00:00,2,150
7010,Bugs_Bunny,2025-02-05 14:12:20+00:00,2025-02-05 14:12:30+00:00,1,35
7011,Pikachu,2025-02-05 14:10:10+00:00,2025-02-05 14:10:20+00:00,4,250
7012,Bugs_Bunny,2025-02-05 14:02:30+00:00,2025-02-05 14:02:40+00:00,2,75
7013,Doraemon,2025-02-05 13:59:50+00:00,2025-02-05 14:00:00+00:00,4,260
7014,Doraemon,2025-02-05 13:59:00+00:00,2025-02-05 13:59:10+00:00,1,70
7015,Jerry,2025-02-05 13:55:30+00:00,2025-02-05 13:55:40+00:00,2,95
7016,Doraemon,2025-02-05 13:47:30+00:00,2025-02-05 13:47:40+00:00,1,70
7017,SpongeBob,2025-02-05 13:26:40+00:00,2025-02-05 13:26:50+00:00,1,50
7018,Bugs_Bunny,2025-02-05 13:23:00+00:00,2025-02-05 13:23:10+00:00,1,45
7019,Tom,2025-02-05 13:11:40+00:00,2025-02-05 13:11:50+00:00,3,165
7020,Mickey,2025-02-05 13:02:30+00:00,2025-02-05 13:02:40+00:00,1,45
7021,Bugs_Bunny,2025-02-05 12:50:50+00:00,2025-02-05 12:51:00+00:00,1,45
7022,Pikachu,2025-02-05 12:46:40+00:00,2025-02-05 12:46:50+00:00,1,100
7023,SpongeBob,2025-02-05 12:34:50+00:00,2025-02-05 12:35:00+00:00,4,250
7024,Homer_Simpson,2025-02-05 12:29:20+00:00,2025-02-05 12:29:30+00:00,1,60
7025,Scooby_Doo,2025-02-05 12:25:50+00:00,2025-02-05 12:26:00+00:00,2,95
7026,Tom,2025-02-05 12:25:10+00:00,2025-02-05 12:25:20+00:00,1,45
7027,Scooby_Doo,2025-02-05 12:24:00+00:00,2025-02-05 12:24:10+00:00,2,120
7028,Pikachu,2025-02-05 12:22:10+00:00,2025-02-05 12:22:20+00:00,1,50
7029,Bugs_Bunny,2025-02-05 11:59:30+00:00,2025-02-05 11:59:40+00:00,3,130
7030,SpongeBob,2025-02-05 11:51:10+00:00,2025-02-05 11:51:20+00:00,2,100
7031,Tom,2025-02-05 11:36:50+00:00,2025-02-05 11:37:00+00:00,1,45
7032,Bugs_Bunny,2025-02-05 11:35:50+00:00,2025-02-05 11:36:00+00:00,1,45
7033,Pikachu,2025-02-05 11:31:10+00:00,2025-02-05 11:31:20+00:00,1,100
7034,Bugs_Bunny,2025-02-05 11:28:10+00:00,2025-02-05 11:28:20+00:00,3,105
7035,Doraemon,2025-02-05 11:20:20+00:00,2025-02-05 11:20:30+00:00,2,140
7036,Mickey,2025-02-05 11:18:10+00:00,2025-02-05 11:18:20+00:00,4,360
7037,Scooby_Doo,2025-02-05 11:11:30+00:00,2025-02-05 11:11:40+00:00,1,60
7038,Tom,2025-02-05 15:00:40+00:00,2025-02-05 15:00:50+00:00,2,120
7039,Doraemon,2025-02-05 14:40:00+00:00,2025-02-05 14:40:10+00:00,3,225
7040,Scooby_Doo,2025-02-05 14:24:50+00:00,2025-02-05 14:25:00+00:00,1,60
7041,Homer_Simpson,2025-02-05 14:13:10+00:00,2025-02-05 14:13:20+00:00,4,275
7042,Pikachu,2025-02-05 14:11:50+00:00,2025-02-05 14:12:00+00:00,1,50
7043,SpongeBob,2025-02-05 14:10:40+00:00,2025-02-05 14:10:50+00:00,1,75
7044,Tom,2025-02-05 14:06:50+00:00,2025-02-05 14:07:00+00:00,1,45
7045,Jerry,2025-02-05 14:02:40+00:00,2025-02-05 14:02:50+00:00,1,35
7046,Homer_Simpson,2025-02-05 13:54:50+00:00,2025-02-05 13:55:00+00:00,1,50
7047,SpongeBob,2025-02-05 13:39:00+00:00,2025-02-05 13:39:10+00:00,1,75
7048,Bugs_Bunny,2025-02-05 13:38:00+00:00,2025-02-05 13:38:10+00:00,1,30
7049,Tom,2025-02-05 13:28:50+00:00,2025-02-05 13:29:00+00:00,2,90
7050,Mickey,2025-02-05 13:28:20+00:00,2025-02-05 13:28:30+00:00,1,45
7051,Bugs_Bunny,2025-02-05 13:23:40+00:00,2025-02-05 13:23:50+00:00,2,130
7052,Jerry,2025-02-05 13:09:50+00:00,2025-02-05 13:10:00+00:00,2,85
7053,Homer_Simpson,2025-02-05 13:01:00+00:00,2025-02-05 13:01:10+00:00,1,100
7054,Mickey,2025-02-05 12:29:30+00:00,2025-02-05 12:29:40+00:00,2,160
7055,Mickey,2025-02-05 12:20:20+00:00,2025-02-05 12:20:30+00:00,1,80
7056,Mickey,2025-02-05 12:14:10+00:00,2025-02-05 12:14:20+00:00,2,125
7057,Homer_Simpson,2025-02-05 11:49:40+00:00,2025-02-05 11:49:50+00:00,1,80
7058,Tom,2025-02-05 11:47:30+00:00,2025-02-05 11:47:40+00:00,2,120
7059,Doraemon,2025-02-05 11:43:30+00:00,2025-02-05 11:43:40+00:00,1,75
7060,SpongeBob,2025-02-05 11:35:10+00:00,2025-02-05 11:35:20+00:00,3,200
7061,Tom,2025-02-05 11:35:00+00:00,2025-02-05 11:35:10+00:00,2,150
7062,Bugs_Bunny,2025-02-05 11:32:30+00:00,2025-02-05 11:32:40+00:00,4,190
7063,Bugs_Bunny,2025-02-05 11:30:30+00:00,2025-02-05 11:30:40+00:00,1,40
7064,Jerry,2025-02-05 11:16:00+00:00,2025-02-05 11:16:10+00:00,1,35
7065,SpongeBob,2025-02-05 11:13:50+00:00,2025-02-05 11:14:00+00:00,1,75
7066,Mickey,2025-02-05 11:10:10+00:00,2025-02-05 11:10:20+00:00,2,125
7067,Doraemon,2025-02-05 15:00:50+00:00,2025-02-05 15:01:00+00:00,1,75
7068,SpongeBob,2025-02-05 14:47:10+00:00,2025-02-05 14:47:20+00:00,2,100
7069,SpongeBob,2025-02-05 14:46:30+00:00,2025-02-05 14:46:40+00:00,1,75
7070,Doraemon,2025-02-05 14:34:50+00:00,2025-02-05 14:35:00+00:00,2,145
7071,Pikachu,2025-02-05 14:34:40+00:00,2025-02-05 14:34:50+00:00,1,100
7072,Homer_Simpson,2025-02-05 14:30:00+00:00,2025-02-05 14:30:10+00:00,4,265
7073,Scooby_Doo,2025-02-05 14:29:30+00:00,2025-02-05 14:29:40+00:00,2,110
7074,Scooby_Doo,2025-02-05 14:21:10+00:00,2025-02-05 14:21:20+00:00,2,120
7075,Mickey,2025-02-05 14:20:00+00:00,2025-02-05 14:20:10+00:00,1,100
7076,Mickey,2025-02-05 14:18:10+00:00,2025-02-05 14:18:20+00:00,2,155
7077,Homer_Simpson,2025-02-05 14:17:20+00:00,2025-02-05 14:17:30+00:00,2,125
7078,Mickey,2025-02-05 14:15:20+00:00,2025-02-05 14:15:30+00:00,2,200
7079,Tom,2025-02-05 14:10:30+00:00,2025-02-05 14:10:40+00:00,1,45
7080,Doraemon,2025-02-05 14:01:40+00:00,2025-02-05 14:01:50+00:00,1,70
7081,Doraemon,2025-02-05 13:46:10+00:00,2025-02-05 13:46:20+00:00,2,105
7082,SpongeBob,2025-02-05 13:25:20+00:00,2025-02-05 13:25:30+00:00,1,75
7083,Bugs_Bunny,2025-02-05 13:19:20+00:00,2025-02-05 13:19:30+00:00,1,30
7084,Jerry,2025-02-05 13:06:30+00:00,2025-02-05 13:06:40+00:00,5,250
7085,Pikachu,2025-02-05 13:03:10+00:00,2025-02-05 13:03:20+00:00,1,100
7086,Doraemon,2025-02-05 12:46:10+00:00,2025-02-05 12:46:20+00:00,1,75
7087,Mickey,2025-02-05 12:43:00+00:00,2025-02-05 12:43:10+00:00,1,80
7088,Homer_Simpson,2025-02-05 12:39:30+00:00,2025-02-05 12:39:40+00:00,1,50
7089,Pikachu,2025-02-05 12:28:40+00:00,2025-02-05 12:28:50+00:00,1,30
7090,Homer_Simpson,2025-02-05 12:26:00+00:00,2025-02-05 12:26:10+00:00,3,200
7091,Jerry,2025-02-05 12:18:20+00:00,2025-02-05 12:18:30+00:00,1,50
7092,Jerry,2025-02-05 12:02:40+00:00,2025-02-05 12:02:50+00:00,1,35
7093,Scooby_Doo,2025-02-05 11:51:20+00:00,2025-02-05 11:51:30+00:00,1,60
7094,Mickey,2025-02-05 11:38:40+00:00,2025-02-05 11:38:50+00:00,1,30
7095,Homer_Simpson,2025-02-05 11:26:40+00:00,2025-02-05 11:26:50+00:00,1,60
7096,Homer_Simpson,2025-02-05 11:16:10+00:00,2025-02-05 11:16:20+00:00,4,275
7097,Pikachu,2025-02-05 11:08:30+00:00,2025-02-05 11:08:40+00:00,2,200
7098,Homer_Simpson,2025-02-05 14:44:40+00:00,2025-02-05 14:44:50+00:00,1,75
7099,Homer_Simpson,2025-02-05 14:40:20+00:00,2025-02-05 14:40:30+00:00,4,265
7100,Pikachu,2025-02-05 14:22:00+00:00,2025-02-05 14:22:10+00:00,4,300
7101,Scooby_Doo,2025-02-05 14:17:30+00:00,2025-02-05 14:17:40+00:00,2,140
7102,Homer_Simpson,2025-02-05 14:02:10+00:00,2025-02-05 14:02:20+00:00,2,95
7103,Pikachu,2025-02-05 13:57:10+00:00,2025-02-05 13:57:20+00:00,1,50
7104,Tom,2025-02-05 13:54:30+00:00,2025-02-05 13:54:40+00:00,1,45
7105,SpongeBob,2025-02-05 13:52:40+00:00,2025-02-05 13:52:50+00:00,2,200
7106,Bugs_Bunny,2025-02-05 13:51:20+00:00,2025-02-05 13:51:30+00:00,2,75
7107,Pikachu,2025-02-05 13:50:50+00:00,2025-02-05 13:51:00+00:00,4,400
7108,Mickey,2025-02-05 13:50:10+00:00,2025-02-05 13:50:20+00:00,1,75
7109,SpongeBob,2025-02-05 13:37:40+00:00,2025-02-05 13:37:50+00:00,1,50
7110,Jerry,2025-02-05 13:35:20+00:00,2025-02-05 13:35:30+00:00,3,135
7111,Tom,2025-02-05 13:30:20+00:00,2025-02-05 13:30:30+00:00,2,105
7112,Bugs_Bunny,2025-02-05 13:15:20+00:00,2025-02-05 13:15:30+00:00,2,75
7113,Jerry,2025-02-05 12:38:30+00:00,2025-02-05 12:38:40+00:00,2,85
7114,Jerry,2025-02-05 12:33:30+00:00,2025-02-05 12:33:40+00:00,2,70
7115,Scooby_Doo,2025-02-05 12:16:40+00:00,2025-02-05 12:16:50+00:00,2,115
7116,Jerry,2025-02-05 12:07:50+00:00,2025-02-05 12:08:00+00:00,2,100
7117,Scooby_Doo,2025-02-05 12:05:10+00:00,2025-02-05 12:05:20+00:00,1,35
7118,Bugs_Bunny,2025-02-05 12:04:20+00:00,2025-02-05 12:04:30+00:00,1,30
7119,Bugs_Bunny,2025-02-05 12:00:10+00:00,2025-02-05 12:00:20+00:00,1,45
7120,Scooby_Doo,2025-02-05 11:58:00+00:00,2025-02-05 11:58:10+00:00,4,210
7121,Mickey,2025-02-05 11:53:10+00:00,2025-02-05 11:53:20+00:00,1,45
7122,Doraemon,2025-02-05 11:35:20+00:00,2025-02-05 11:35:30+00:00,1,60
7123,Mickey,2025-02-05 11:22:40+00:00,2025-02-05 11:22:50+00:00,1,100
7124,Homer_Simpson,2025-02-05 11:21:30+00:00,2025-02-05 11:21:40+00:00,3,135
7125,Doraemon,2025-02-05 11:13:10+00:00,2025-02-05 11:13:20+00:00,1,70
7126,SpongeBob,2025-02-05 14:43:10+00:00,2025-02-05 14:43:20+00:00,2,125
7127,Tom,2025-02-05 14:26:30+00:00,2025-02-05 14:26:40+00:00,1,45
7128,Doraemon,2025-02-05 14:21:50+00:00,2025-02-05 14:22:00+00:00,2,150
7129,Bugs_Bunny,2025-02-05 14:18:20+00:00,2025-02-05 14:18:30+00:00,1,45
7130,Mickey,2025-02-05 14:10:00+00:00,2025-02-05 14:10:10+00:00,1,35
7131,Pikachu,2025-02-05 14:05:40+00:00,2025-02-05 14:05:50+00:00,1,50
7132,Pikachu,2025-02-05 14:00:10+00:00,2025-02-05 14:00:20+00:00,1,80
7133,SpongeBob,2025-02-05 13:53:00+00:00,2025-02-05 13:53:10+00:00,1,40
7134,SpongeBob,2025-02-05 13:48:50+00:00,2025-02-05 13:49:00+00:00,1,50
7135,SpongeBob,2025-02-05 13:48:10+00:00,2025-02-05 13:48:20+00:00,1,75
7136,SpongeBob,2025-02-05 13:41:40+00:00,2025-02-05 13:41:50+00:00,3,185
7137,Jerry,2025-02-05 13:41:20+00:00,2025-02-05 13:41:30+00:00,1,30
7138,Mickey,2025-02-05 13:37:30+00:00,2025-02-05 13:37:40+00:00,2,135
7139,SpongeBob,2025-02-05 13:29:40+00:00,2025-02-05 13:29:50+00:00,1,50
7140,Scooby_Doo,2025-02-05 13:29:10+00:00,2025-02-05 13:29:20+00:00,1,100
7141,Pikachu,2025-02-05 13:14:50+00:00,2025-02-05 13:15:00+00:00,2,200
7142,SpongeBob,2025-02-05 13:14:30+00:00,2025-02-05 13:14:40+00:00,1,50
7143,Homer_Simpson,2025-02-05 13:11:40+00:00,2025-02-05 13:11:50+00:00,1,50
7144,Doraemon,2025-02-05 13:11:00+00:00,2025-02-05 13:11:10+00:00,1,70
7145,SpongeBob,2025-02-05 13:06:00+00:00,2025-02-05 13:06:10+00:00,1,75
7146,Scooby_Doo,2025-02-05 13:05:00+00:00,2025-02-05 13:05:10+00:00,2,150
7147,Doraemon,2025-02-05 12:56:40+00:00,2025-02-05 12:56:50+00:00,2,125
7148,Pikachu,2025-02-05 12:53:20+00:00,2025-02-05 12:53:30+00:00,1,50
7149,Pikachu,2025-02-05 12:36:50+00:00,2025-02-05 12:37:00+00:00,2,100
7150,Jerry,2025-02-05 12:26:50+00:00,2025-02-05 12:27:00+00:00,2,85
7151,Tom,2025-02-05 12:23:20+00:00,2025-02-05 12:23:30+00:00,4,270
7152,Pikachu,2025-02-05 11:54:20+00:00,2025-02-05 11:54:30+00:00,1,100
7153,SpongeBob,2025-02-05 11:50:10+00:00,2025-02-05 11:50:20+00:00,1,75
7154,Jerry,2025-02-05 11:40:20+00:00,2025-02-05 11:40:30+00:00,1,45
7155,Scooby_Doo,2025-02-05 11:37:40+00:00,2025-02-05 11:37:50+00:00,1,40
7156,Homer_Simpson,2025-02-05 11:36:50+00:00,2025-02-05 11:37:00+00:00,1,50
7157,Scooby_Doo,2025-02-05 11:27:40+00:00,2025-02-05 11:27:50+00:00,1,35
7158,SpongeBob,2025-02-05 11:16:30+00:00,2025-02-05 11:16:40+00:00,1,100
7159,SpongeBob,2025-02-05 11:13:40+00:00,2025-02-05 11:13:50+00:00,2,125
7160,Homer_Simpson,2025-02-05 11:03:10+00:00,2025-02-05 11:03:20+00:00,2,120
